"Product Number","Kpi Obj Catlog","Product Name","STANDARD_SKU_DESC","BRANDY_DESC","Sub Division Name","CATEGORY_DESC","SUB_CATEGORY_DESC","BRAND_DESC","BASE_UOM","Số lượng Base UOM / thùng","Số lượng pcs / Base UOM","Pcs / thùng","NET (Kg - base UOM)","Litre - Base UOM","Weight (case)","Primary UOM","Group SKU","Demand Planning Standard SKU Name","Innovation Name","Active Status","Local / Export / Others","Current Year Innovation(Y/N)","BU/Division","Innovation Type","Itemcode Type","Supply Strategy","Production Group","Launching Time"
"08QH00055","NK Blizka mơ muối","Nước khoáng Blizka mơ muối có gas 4bl x 6chai x 355ml","CSD Blizka Mơ muối 355ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Blizka","Blo",4,6,24,0,2.13,0,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00057",,"Nước uống đóng chai Suối Mơ nhãn khách sạn Mithirin 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","NK Suối Mơ","Purified Water Suối Mơ 350ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00058",,"Nước uống đóng chai Suối Mơ nhãn khách sạn Palace 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","NK Suối Mơ","Purified Water Suối Mơ 350ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00059",,"Nước uống đóng chai Suối Mơ nhãn HNT 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00060",,"Nước uống đóng chai Suối Mơ nhãn Phúc Xuyên 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00062","Suối Mơ bình","Nước uống đóng chai Suối Mơ (có vòi) 1bình x 18.9lit","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,19.6,18.9,19.6,"Million Pcs","Suối Mơ B19L","Purified Water Suối Mơ 18.9L (vòi)",,"Active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L","<=2018"
"08QH00063","Suối Mơ bình","Nước uống đóng chai Suối Mơ (không vòi) 1bình x 18.9lit","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,19.6,18.9,19.6,"Million Pcs","Suối Mơ B19L","Purified Water Suối Mơ 18.9L (không vòi)",,"Active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L","<=2018"
"08QH00065","NK Faith chanh muối","Nước khoáng Faith chanh muối có gas KM 4gói cà phê Wake Up Cao Cấp MB 4bl x 6chai x 355ml","CSD Faith Chanh muối 355ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Faith","Blo",4,6,24,2.448,2.13,9.792,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08TL00011","NTL F247 Trà xanh","Nước tăng lực F247 Trà xanh có gas 4bl x 6chai x 330ml","Energy Drinks F247 Trà xanh 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","F247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00012","NTL Wake up 247","Nước tăng lực cà phê Wake up 247 KM 1chai F247 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00013","NTL Wake up 247","Nước tăng lực cà phê Wake Up 247 Xuân 2016 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00014","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 có gas KM 8gói cà phê Chất Hà Nội 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00015","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 có gas KM 4chai NK Lemona 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00016","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 có gas KM 4chai NK Faith chanh muối 355ml - 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00017","NTL Wake up 247","Nước tăng lực cà phê Wake up 247 (B) 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00018","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 có gas KM 4chai NK Lemona 500ml 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00019","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 có gas (vạch đen) KM 4chai NK Lemona 500ml 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00022","NTL Wake up 247","Nước tăng lực cà phê Wake Up 247 có gas KM 8gói café WUHC 4bl X 6chai X 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00023","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 4bl x 6lon x 250ml","Energy Drinks Wake up 247 Cà phê 250ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,1.6,1.5,6.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00025","NTL Compact","Nước tăng lực Compact MB 4bl x 6lon x 245ml","Energy Drinks Compact 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,1.56558,1.47,6.26232,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00026","NTL Wake up 247","Nước tăng lực cà phê Wake up 247 có gas 8bl x 6chai x 180ml","Energy Drinks Wake up 247 Cà phê 180ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",8,6,48,1.1,1.08,8.8,"Million Pcs","NTL Wake up 247","Energy Drinks Wake up 247 Cà phê 180ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00027","NTL Compact","Nước tăng lực Compact MN 4bl x 6lon x 245ml","Energy Drinks Compact 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,1.56558,1.47,6.26232,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00028","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 - Super 4bl x 6lon x 250ml","Energy Drinks Wake up 247 Cà phê Super 250ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,1.6,1.5,6.4,"Million Pcs","NTL Wake up 247","Energy Drinks Wake up 247 Cà phê Super 250ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00029","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 Game 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00030","NTL Compact","Nước tăng lực Compact 4bl x 6lon x 245ml","Energy Drinks Compact 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,1.56558,1.47,6.26232,"Million Pcs","NTL Compact","Energy Drinks Compact 245ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00031","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 KM 1 lon Compact 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00032","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 KM 1 lon Compact 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08TL00034","NTL Compact Cherry","Thực phẩm bổ sung nước tăng lực Compact hương vị Cherry 4bl x 6chai x 330ml","Energy Drinks Compact Cherry 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,2.10078,1.98,8.40312,"Million Pcs","Compact Cherry","Energy Drinks Compact Cherry 330ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00035","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 KM 1chai Compact hương vị Cherry 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00036","NTL Compact Cherry","Thực phẩm bổ sung nước tăng lực Compact hương vị Cherry KM 1chai Wake up 247 4bl x 6chai x 330ml","Energy Drinks Compact Cherry 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,2.10078,1.98,8.40312,"Million Pcs","Compact Cherry 330ml","Energy Drinks Compact Cherry 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00037","NTL Hổ Vằn","Thực phẩm bổ sung nước tăng lực Hổ Vằn MN 4bl x 6lon x 245ml","Energy Drinks Hổ vằn 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Hổ vằn","Blo",4,6,24,1.566285,1.47,6.26514,"Million Pcs","Hổ Vằn Vàng (Lon)","Energy Drinks Hổ vằn 245ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00038","NTL Hổ Vằn","Thực phẩm bổ sung nước tăng lực Hổ Vằn MB 4bl x 6lon x 245ml","Energy Drinks Hổ vằn 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Hổ vằn","Blo",4,6,24,1.566285,1.47,6.26514,"Million Pcs","NTL Hổ vằn","Energy Drinks Hổ vằn 245ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00039","NTL Hổ Vằn","Thực phẩm bổ sung nước tăng lực Hổ Vằn hương vị trà xanh 4bl x 6lon x 245ml","Energy Drinks Hổ vằn Trà xanh 245ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Hổ vằn","Blo",4,6,24,1.566285,1.47,6.26514,"Million Pcs","NTL Hổ vằn","Energy Drinks Hổ vằn Trà xanh 245ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00042","NTL Compact Kiwi","Thực phẩm bổ sung nước tăng lực Compact hương vị Kiwi vàng 4bl x 6chai x 330ml","Energy Drinks Compact Kiwi vàng 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,2.10078,1.98,8.40312,"Million Pcs","Compact Vàng","Energy Drinks Compact Kiwi vàng 330ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00043","NTL Compact Táo Xanh","Thực phẩm bổ sung nước tăng lực Compact hương vị Táo xanh 4bl x 6chai x 330ml","Energy Drinks Compact Táo xanh 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Compact","Blo",4,6,24,2.10078,1.98,8.40312,"Million Pcs","Compact Táo Xanh","Energy Drinks Compact Táo xanh 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00045","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 KM 1lon Hổ Vằn 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00059","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 4bl x 6lon x 320ml","Energy Drinks Wake up 247 Cà phê 320ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 Lon","Energy Drinks Wake up 247 Cà phê 320ml",,"Active","Local","Y","Beverage","Carry-over Innovation","Code hệ thống",,"Energy Drinks","2023/Q3"
"08TL00046","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 4bl x 6lon x 330ml","Energy Drinks Wake up 247 Cà phê Lon cao 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 Lon","Energy Drinks Wake up 247 Cà phê Lon cao 330ml",,"In-active","Local","N","Beverage",,"Code hệ thống",,"Energy Drinks","2019-2020"
"08TL00048","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 (DHMT) 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00049","NTL Hổ Vằn","Thực phẩm bổ sung nước tăng lực Hổ Vằn 4bl x 6chai x 330ml","Energy Drinks Hổ vằn 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Hổ vằn","Blo",4,6,24,2.080584,1.98,8.322336,"Million Pcs","Hổ Vằn Vàng (Chai)","Energy Drinks Hổ vằn 330ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00050","NTL Wake up 247 ít đường","Nước tăng lực vị cà phê Wake up 247 ít đường 4bl x 6chai x 330ml","Energy Drinks Wake up 247 ít đường cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml (LS)","Energy Drinks Wake up 247 ít đường cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00051","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 KM 1chai tăng lực Hổ Vằn 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL00053",,"Nước tăng lực Beng's 4bl x 6chai x 330ml","Energy Drinks Beng's 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Beng's","Blo",4,6,24,2.10078,1.98,8.40312,"Million Pcs","Tăng lực Beng's 330ml","Energy Drinks Beng's 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00054",,"Nước tăng lực vị cà phê Beng's 4bl x 6chai x 330ml","Energy Drinks Beng's cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Beng's","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","Tăng lực vị cà phê Beng's 330ml","Energy Drinks Beng's cà phê 330ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","2021-2022"
"08TL00055","NTL Wake up 247","Nước tăng lực vị cà phê Wake Up 247 KM quay thưởng 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.10618,1.98,8.42472,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL001","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 - 4bl x 6chai x 330ml","Energy Drinks Wake up 247 Cà phê 330ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Blo",4,6,24,2.1,1.98,8.4,"Million Pcs","WK 247 330ml","Energy Drinks Wake up 247 Cà phê 330ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks","<=2018"
"08TL006","NTL Wake up 247","Nước tăng lực vị cà phê Wake up 247 24lon x 250ml","Energy Drinks Wake up 247 Cà phê 250ml","ED","Refreshment Drinks","Soft Drinks","Energy Drinks","Wake up 247","Lon",24,1,24,0.27,0.25,6.48,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Energy Drinks",
"08VH00053","NK Vĩnh Hảo không gas","Nước khoáng Vĩnh Hảo không gas tự nhiên (hoa hậu) 24chai x 350ml","Mineral Water Vĩnh Hảo Không ga 350ml","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Vĩnh Hảo","Cha",24,1,24,0.35,0.35,8.4,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Vĩnh Hảo",
"08VH00054","NK Vĩnh Hảo không gas","Nước khoáng Vĩnh Hảo không gas tự nhiên (hoa hậu) 24chai x 500ml","Mineral Water Vĩnh Hảo Không ga 500ml","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Vĩnh Hảo","Cha",24,1,24,0.5,0.5,12,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Vĩnh Hảo",
"08VH00055",,"Nước khoáng Vĩnh Hảo - Krông Pha (vòi) 1bình x 20lít","Mineral Water Vĩnh Hảo – Krông Pha Không ga 20L","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Vĩnh Hảo","Bin",1,1,1,20,20,20,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Vĩnh Hảo 20L",
"08VH00056",,"Nước khoáng Vĩnh Hảo - Krông Pha 1bình x 20lít","Mineral Water Vĩnh Hảo – Krông Pha Không ga 20L","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Vĩnh Hảo","Bin",1,1,1,20,20,20,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Vĩnh Hảo 20L",
"08VH00057","NK Lemona có gas","Nước khoáng Lemona có gas tự nhiên KM 4chai - 4bl x 6chai x 500ml","CSD Lemona Chanh 500ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Lemona","Blo",4,6,24,3.2,3,12.8,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Vĩnh Hảo",
