Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
Bengal Tiger,Bengal Tiger,MT0,Refreshment Drinks,Bengal TigerBengal TigerMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ED Innovation 3,ED Innovation 3,MT0,Refreshment Drinks,ED Innovation 3ED Innovation 3MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ED Innovation 4,ED Innovation 4,MT0,Refreshment Drinks,ED Innovation 4ED Innovation 4MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ED Innovation 5,ED Innovation 5,MT0,Refreshment Drinks,ED Innovation 5ED Innovation 5MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Icy Tea,Icy Tea,MT0,Refreshment Drinks,Icy TeaIcy TeaMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Faith Pro,Faith Pro,MT0,Refreshment Drinks,Faith ProFaith ProMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Non ED Innovation 3,Non ED Innovation 3,MT0,Refreshment Drinks,Non ED Innovation 3Non ED Innovation 3MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Non ED Innovation 4,Non ED Innovation 4,MT0,Refreshment Drinks,Non ED Innovation 4Non ED Innovation 4MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Non ED Innovation 5,Non ED Innovation 5,MT0,Refreshment Drinks,Non ED Innovation 5Non ED Innovation 5MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Energy Drinks EnerZ xoài chanh dây lon cao 320ml,EnerZ,GT0,Refreshment Drinks,Energy Drinks EnerZ xoài chanh dây lon cao 320mlEnerZGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Energy Drinks EnerZ dưa lưới lon cao 320ml,EnerZ,GT0,Refreshment Drinks,Energy Drinks EnerZ dưa lưới lon cao 320mlEnerZGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
EnerZ,EnerZ,MT0,Refreshment Drinks,EnerZEnerZMT0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Energy Drinks EnerZ xoài chanh dây lon cao 320ml,EnerZ,MT0,Refreshment Drinks,Energy Drinks EnerZ xoài chanh dây lon cao 320mlEnerZMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Energy Drinks EnerZ dưa lưới lon cao 320ml,EnerZ,MT0,Refreshment Drinks,Energy Drinks EnerZ dưa lưới lon cao 320mlEnerZMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RTD Tea TEA365 hương đào 500ml,Trà,MT0,Refreshment Drinks,RTD Tea TEA365 hương đào 500mlTràMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5
RTD Tea TEA365 hương chanh sả 500ml,Trà,MT0,Refreshment Drinks,RTD Tea TEA365 hương chanh sả 500mlTràMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
RTD Tea TEA365 hương mật ong 500ml,Trà,MT0,Refreshment Drinks,RTD Tea TEA365 hương mật ong 500mlTràMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
EnerZ 2 _ New flavors,EnerZ 2 _ New flavors,GT0,Refreshment Drinks,EnerZ 2 _ New flavorsEnerZ 2 _ New flavorsGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EnerZ 2 _ Gen Z created flavors,EnerZ 2 _ Gen Z created flavors,GT0,Refreshment Drinks,EnerZ 2 _ Gen Z created flavorsEnerZ 2 _ Gen Z created flavorsGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EnerZ 2 _ Tet flavors,EnerZ 2 _ Tet flavors,GT0,Refreshment Drinks,EnerZ 2 _ Tet flavorsEnerZ 2 _ Tet flavorsGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EnerZ 2 _ New flavors,EnerZ 2 _ New flavors,MT0,Refreshment Drinks,EnerZ 2 _ New flavorsEnerZ 2 _ New flavorsMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EnerZ 2 _ Gen Z created flavors,EnerZ 2 _ Gen Z created flavors,MT0,Refreshment Drinks,EnerZ 2 _ Gen Z created flavorsEnerZ 2 _ Gen Z created flavorsMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EnerZ 2 _ Tet flavors,EnerZ 2 _ Tet flavors,MT0,Refreshment Drinks,EnerZ 2 _ Tet flavorsEnerZ 2 _ Tet flavorsMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Compact _new variant 1,Compact _new variants,GT0,Refreshment Drinks,Compact _new variant 1Compact _new variantsGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Compact _new variant 2,Compact _new variants,GT0,Refreshment Drinks,Compact _new variant 2Compact _new variantsGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Compact _new variant 1,Compact _new variants,MT0,Refreshment Drinks,Compact _new variant 1Compact _new variantsMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Compact _new variant 2,Compact _new variants,MT0,Refreshment Drinks,Compact _new variant 2Compact _new variantsMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Compact 1.5L,Compact 1.5L,GT0,Refreshment Drinks,Compact 1.5LCompact 1.5LGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Compact 1.5L,Compact 1.5L,MT0,Refreshment Drinks,Compact 1.5LCompact 1.5LMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WK 247 Stubby Can_lower sugar,WK 247 Stubby Can,GT0,Refreshment Drinks,WK 247 Stubby Can_lower sugarWK 247 Stubby CanGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WK 247 Stubby Can_lower sugar,WK 247 Stubby Can,MT0,Refreshment Drinks,WK 247 Stubby Can_lower sugarWK 247 Stubby CanMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WK 247_ Tet Flavors,WK 247_ Tet Flavors,GT0,Refreshment Drinks,WK 247_ Tet FlavorsWK 247_ Tet FlavorsGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bup Non_ Herbal Tea,Bup Non_ Herbal Tea,GT0,Refreshment Drinks,Bup Non_ Herbal TeaBup Non_ Herbal TeaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bup Non_Tet Flavor,Bup Non_Tet Flavor,GT0,Refreshment Drinks,Bup Non_Tet FlavorBup Non_Tet FlavorGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Faith Sport,Faith Sport,GT0,Refreshment Drinks,Faith SportFaith SportGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lemona_Mom Made,Lemona_Mom Made,GT0,Refreshment Drinks,Lemona_Mom MadeLemona_Mom MadeGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vitamin Water,Vitamin Water,GT0,Refreshment Drinks,Vitamin WaterVitamin WaterGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Flavored water _ Tet Flavors,Flavored water _ Tet Flavors,GT0,Refreshment Drinks,Flavored water _ Tet FlavorsFlavored water _ Tet FlavorsGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vivant new AW,Vivant new AW,GT0,Refreshment Drinks,Vivant new AWVivant new AWGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vivant _ premium glass bottle,Vivant bottle,GT0,Refreshment Drinks,Vivant _ premium glass bottleVivant bottleGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WK 247_ Tet Flavors,WK 247_ Tet Flavors,MT0,Refreshment Drinks,WK 247_ Tet FlavorsWK 247_ Tet FlavorsMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bup Non_ Herbal Tea,Bup Non_ Herbal Tea,MT0,Refreshment Drinks,Bup Non_ Herbal TeaBup Non_ Herbal TeaMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bup Non_Tet Flavor,Bup Non_Tet Flavor,MT0,Refreshment Drinks,Bup Non_Tet FlavorBup Non_Tet FlavorMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Faith Sport,Faith Sport,MT0,Refreshment Drinks,Faith SportFaith SportMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lemona_Mom Made,Lemona_Mom Made,MT0,Refreshment Drinks,Lemona_Mom MadeLemona_Mom MadeMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vitamin Water,Vitamin Water,MT0,Refreshment Drinks,Vitamin WaterVitamin WaterMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Flavored water _ Tet Flavors,Flavored water _ Tet Flavors,MT0,Refreshment Drinks,Flavored water _ Tet FlavorsFlavored water _ Tet FlavorsMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vivant new AW,Vivant new AW,MT0,Refreshment Drinks,Vivant new AWVivant new AWMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vivant _ premium glass bottle,Vivant bottle,MT0,Refreshment Drinks,Vivant _ premium glass bottleVivant bottleMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WK 247_new variant 1,WK 247 _new variants,GT0,Refreshment Drinks,WK 247_new variant 1WK 247 _new variantsGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WK 247_new variant 2,WK 247 _new variants,GT0,Refreshment Drinks,WK 247_new variant 2WK 247 _new variantsGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WK 247_new variant 1,WK 247 _new variants,MT0,Refreshment Drinks,WK 247_new variant 1WK 247 _new variantsMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WK 247_new variant 2,WK 247 _new variants,MT0,Refreshment Drinks,WK 247_new variant 2WK 247 _new variantsMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Beer Lager Premium Lush Glorious Jazz 330ml,Lush,GT0_C1,Beer,Beer Lager Premium Lush Glorious Jazz 330mlLushGT0_C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Original Adventure 330ml,Lush,GT0_C1,Beer,Beer Lager Premium Lush Original Adventure 330mlLushGT0_C1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Beer Lager Premium Lush Citrus Madness 330ml,Lush,GT0_C1,Beer,Beer Lager Premium Lush Citrus Madness 330mlLushGT0_C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Summer Fiesta 330ml,Lush,GT0_C1,Beer,Beer Lager Premium Lush Summer Fiesta 330mlLushGT0_C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Orchard Breeze 330ml,Lush,GT0_C1,Beer,Beer Lager Premium Lush Orchard Breeze 330mlLushGT0_C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Glorious Jazz 330ml,Lush,MT0,Beer,Beer Lager Premium Lush Glorious Jazz 330mlLushMT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Original Adventure 330ml,Lush,MT0,Beer,Beer Lager Premium Lush Original Adventure 330mlLushMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Beer Lager Premium Lush Citrus Madness 330ml,Lush,MT0,Beer,Beer Lager Premium Lush Citrus Madness 330mlLushMT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Summer Fiesta 330ml,Lush,MT0,Beer,Beer Lager Premium Lush Summer Fiesta 330mlLushMT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Orchard Breeze 330ml,Lush,MT0,Beer,Beer Lager Premium Lush Orchard Breeze 330mlLushMT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Glorious Jazz 330ml,Lush,GT0,Beer,Beer Lager Premium Lush Glorious Jazz 330mlLushGT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Original Adventure 330ml,Lush,GT0,Beer,Beer Lager Premium Lush Original Adventure 330mlLushGT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Beer Lager Premium Lush Citrus Madness 330ml,Lush,GT0,Beer,Beer Lager Premium Lush Citrus Madness 330mlLushGT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Summer Fiesta 330ml,Lush,GT0,Beer,Beer Lager Premium Lush Summer Fiesta 330mlLushGT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Beer Lager Premium Lush Orchard Breeze 330ml,Lush,GT0,Beer,Beer Lager Premium Lush Orchard Breeze 330mlLushGT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Red Ruby KM TC,Red Ruby Regular,GT0_C1,Beer,Red Ruby KM TCRed Ruby RegularGT0_C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Red Ruby Tết,Red Ruby Regular,GT0_C1,Beer,Red Ruby TếtRed Ruby RegularGT0_C1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0
Beer Lager Premium Red Ruby Regular 24lon 330ml,Red Ruby Regular,GT0_C1,Beer,Beer Lager Premium Red Ruby Regular 24lon 330mlRed Ruby RegularGT0_C1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Red Ruby KM TC,Red Ruby Regular,MT0,Beer,Red Ruby KM TCRed Ruby RegularMT0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Red Ruby Tết,Red Ruby Regular,MT0,Beer,Red Ruby TếtRed Ruby RegularMT0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Beer Lager Premium Red Ruby Regular 24lon 330ml,Red Ruby Regular,MT0,Beer,Beer Lager Premium Red Ruby Regular 24lon 330mlRed Ruby RegularMT0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Beer Lager Premium Red Ruby Regular 24lon 330ml,Red Ruby Regular,GT0,Beer,Beer Lager Premium Red Ruby Regular 24lon 330mlRed Ruby RegularGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEA sleek can,TEA sleek can,GT0,Refreshment Drinks,TEA sleek canTEA sleek canGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEA PET 1L,TEA PET 1L,GT0,Refreshment Drinks,TEA PET 1LTEA PET 1LGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEA sleek can,TEA sleek can,MT0,Refreshment Drinks,TEA sleek canTEA sleek canMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEA PET 1L,TEA PET 1L,MT0,Refreshment Drinks,TEA PET 1LTEA PET 1LMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Energy Drinks Compact Cherry 330ml,Compact Cherry,GT0,Refreshment Drinks,Energy Drinks Compact Cherry 330mlCompact CherryGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CSD Lemona Chanh 500ml,Lemona,GT0,Refreshment Drinks,CSD Lemona Chanh 500mlLemonaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokomi Món Việt,Kokomi Món Việt,GT0,Convenience Foods,Kokomi Món ViệtKokomi Món ViệtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Lẩu tự sôi bắp bò riêu cua,OMC Lẩu tự sôi bắp bò riêu cua,GT0,Convenience Foods,OMC Lẩu tự sôi bắp bò riêu cuaOMC Lẩu tự sôi bắp bò riêu cuaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Noodle Partner,Noodle Partner,GT0,Rice base,Noodle PartnerNoodle PartnerGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mashed Potato Omachi Bò xốt nấm Truffle 59gr,OMC Khoai tây nghiền,GT0,Convenience Foods,Mashed Potato Omachi Bò xốt nấm Truffle 59grOMC Khoai tây nghiềnGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Spa Upsize,OMC Spa Upsize,GT0,Convenience Foods,OMC Spa UpsizeOMC Spa UpsizeGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokomi Món Việt,Kokomi Món Việt,MT0,Convenience Foods,.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Noodle Partner,Noodle Partner,MT0,Rice base,Noodle PartnerNoodle PartnerMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mashed Potato Omachi Bò xốt nấm Truffle 59gr,OMC Khoai tây nghiền,MT0,Convenience Foods,Mashed Potato Omachi Bò xốt nấm Truffle 59grOMC Khoai tây nghiềnMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Spa Upsize,OMC Spa Upsize,MT0,Convenience Foods,OMC Spa UpsizeOMC Spa UpsizeMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Noodle Kokomi Đại 90 Hộp Tôm (có thịt) 90gr,Kokomi 90g Ly Thịt,GT0,Convenience Foods,Instant Noodle Kokomi Đại 90 Hộp Tôm (có thịt) 90grKokomi 90g Ly ThịtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Noodle Kokomi Đại 90 Hộp Tôm (có thịt) 90gr,Kokomi 90g Ly Thịt,MT0,Convenience Foods,Instant Noodle Kokomi Đại 90 Hộp Tôm (có thịt) 90grKokomi 90g Ly ThịtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokomi 90g Sườn,Kokomi 90g Sườn,GT0,Convenience Foods,Kokomi 90g SườnKokomi 90g SườnGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokomi 90g Sườn,Kokomi 90g Sườn,MT0,Convenience Foods,Kokomi 90g SườnKokomi 90g SườnMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Noodle Kokomi Đại trộn Thái chua cay 134gr,Kokomi Đại 1.5 Trộn Gói,GT0,Convenience Foods,Instant Noodle Kokomi Đại trộn Thái chua cay 134grKokomi Đại 1.5 Trộn GóiGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Noodle Kokomi Đại trộn Thái chua cay 134gr,Kokomi Đại 1.5 Trộn Gói,MT0,Convenience Foods,Instant Noodle Kokomi Đại trộn Thái chua cay 134grKokomi Đại 1.5 Trộn GóiMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMCLautusoi,OMCLautusoi,GT0,Convenience Foods,OMCLautusoiOMCLautusoiGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMCLautusoi,OMCLautusoi,MT0,Convenience Foods,OMCLautusoiOMCLautusoiMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Omachi lẩu bắp bò riêu cua,Omachi lẩu bắp bò riêu cua,GT0,Convenience Foods,Omachi lẩu bắp bò riêu cuaOmachi lẩu bắp bò riêu cuaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Omachi lẩu bắp bò riêu cua,Omachi lẩu bắp bò riêu cua,MT0,Convenience Foods,Omachi lẩu bắp bò riêu cuaOmachi lẩu bắp bò riêu cuaMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Gói Trộn_Thịt Xiên Nướng,OMC Gói Trộn_TXN,GT0,Convenience Foods,OMC Gói Trộn_Thịt Xiên NướngOMC Gói Trộn_TXNGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Gói Trộn_Thịt Xiên Nướng,OMC Gói Trộn_TXN,MT0,Convenience Foods,OMC Gói Trộn_Thịt Xiên NướngOMC Gói Trộn_TXNMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Tô Trộn_Thịt Xiên Nướng,OMC Tô Trộn_TXN,GT0,Convenience Foods,OMC Tô Trộn_Thịt Xiên NướngOMC Tô Trộn_TXNGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Tô Trộn_Thịt Xiên Nướng,OMC Tô Trộn_TXN,MT0,Convenience Foods,OMC Tô Trộn_Thịt Xiên NướngOMC Tô Trộn_TXNMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Tô Thịt Trộn_Thịt Xiên Nướng,OMC Tô Thịt Trộn_Inno,GT0,Convenience Foods,OMC Tô Thịt Trộn_Thịt Xiên NướngOMC Tô Thịt Trộn_InnoGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OMC Tô Thịt Trộn_Thịt Xiên Nướng,OMC Tô Thịt Trộn_Inno,MT0,Convenience Foods,OMC Tô Thịt Trộn_Thịt Xiên NướngOMC Tô Thịt Trộn_InnoMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bánh đa Chinsu Cua (có thịt) 137gr,Bánh Đa Chinsu Gói Thịt,GT0,Rice base,Bánh đa Chinsu Cua (có thịt) 137grBánh Đa Chinsu Gói ThịtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bánh đa Chinsu Cua (có thịt) 137gr,Bánh Đa Chinsu Gói Thịt,MT0,Rice base,Bánh đa Chinsu Cua (có thịt) 137grBánh Đa Chinsu Gói ThịtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bánh đa Chinsu Tô Cua (có thịt) 137gr,Bánh Đa Chinsu Tô Thịt,GT0,Rice base,Bánh đa Chinsu Tô Cua (có thịt) 137grBánh Đa Chinsu Tô ThịtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bánh đa Chinsu Tô Cua (có thịt) 137gr,Bánh Đa Chinsu Tô Thịt,MT0,Rice base,Bánh đa Chinsu Tô Cua (có thịt) 137grBánh Đa Chinsu Tô ThịtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hủ tiếu Chinsu Bò kho (có thịt) 152gr,Hủ Tiếu Chinsu Gói Thịt,GT0,Rice base,Hủ tiếu Chinsu Bò kho (có thịt) 152grHủ Tiếu Chinsu Gói ThịtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hủ tiếu Chinsu Bò kho (có thịt) 152gr,Hủ Tiếu Chinsu Gói Thịt,MT0,Rice base,Hủ tiếu Chinsu Bò kho (có thịt) 152grHủ Tiếu Chinsu Gói ThịtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hủ tiếu Chinsu thập cẩm (có thịt) 145gr,Hủ Tiếu Chinsu Gói Thịt,GT0,Rice base,Hủ tiếu Chinsu thập cẩm (có thịt) 145grHủ Tiếu Chinsu Gói ThịtGT0,,,,,,,,,,,,
Hủ tiếu Chinsu thập cẩm (có thịt) 145gr,Hủ Tiếu Chinsu Gói Thịt,MT0,Rice base,Hủ tiếu Chinsu thập cẩm (có thịt) 145grHủ Tiếu Chinsu Gói ThịtMT0,,,,,,,,,,,,
Hủ tiếu Chinsu Tô Bò kho (có thịt) 152gr,Hủ Tiếu Chinsu Tô Thịt,GT0,Rice base,Hủ tiếu Chinsu Tô Bò kho (có thịt) 152grHủ Tiếu Chinsu Tô ThịtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hủ tiếu Chinsu Tô Bò kho (có thịt) 152gr,Hủ Tiếu Chinsu Tô Thịt,MT0,Rice base,Hủ tiếu Chinsu Tô Bò kho (có thịt) 152grHủ Tiếu Chinsu Tô ThịtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
