Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
Other sauces xốt mayonnaise Chinsu nguyên bản 120gr,Mayonnaise,GT0,Seasoning,Other sauces xốt mayonnaise Chinsu nguyên bản 120grMayonnaiseGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Other sauces xốt mayonnaise Chinsu tương ớt 250gr,Mayonnaise,GT0,Seasoning,Other sauces xốt mayonnaise Chinsu tương ớt 250grMayonnaiseGT0,,,,,,,,,,,,
Other sauces xốt mayonnaise Chinsu tương ớt 120gr,Mayonnaise,MT0,Seasoning,Other sauces xốt mayonnaise Chinsu tương ớt 120grMayonnaiseMT0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.28,0.13
Other sauces xốt mayonnaise Chinsu tương cà 120gr,Mayonnaise,MT0,Seasoning,Other sauces xốt mayonnaise Chinsu tương cà 120grMayonnaiseMT0,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.18
Other sauces xốt mayonnaise Chinsu nguyên bản 120gr,Mayonnaise,MT0,Seasoning,Other sauces xốt mayonnaise Chinsu nguyên bản 120grMayonnaiseMT0,,,,,,,,,,,,
Other sauces xốt mayonnaise Chinsu tương ớt 250gr,Mayonnaise,MT0,Seasoning,Other sauces xốt mayonnaise Chinsu tương ớt 250grMayonnaiseMT0,,,,,,,,,,,,
Chilli Sauces Chinsu 250gr,TO Chinsu,MT0,Seasoning,Chilli Sauces Chinsu 250grTO ChinsuMT0,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.24547635255778985,0.23661846592847535,0.23661846592847538,0.23661846592847538,0.23661846592847538
Chilli Sauces Chinsu 500gr,TO Chinsu,MT0,Seasoning,Chilli Sauces Chinsu 500grTO ChinsuMT0,0.537278835227371,0.537278835227371,0.537278835227371,0.537278835227371,0.537278835227371,0.537278835227371,0.537278835227371,0.537278835227371,0.5559771175229472,0.5559771175229471,0.5559771175229471,0.5559771175229471
Chilli Sauces Chinsu 1kg,TO Chinsu,MT0,Seasoning,Chilli Sauces Chinsu 1kgTO ChinsuMT0,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.2172448122148392,0.20740441654857747,0.20740441654857752,0.20740441654857747,0.2074044165485775
Chilli Sauces Chinsu Wasabi 250gr,TO Wasabi_Innovation,KA0,Seasoning,Chilli Sauces Chinsu Wasabi 250grTO Wasabi_InnovationKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Other sauces sa tế Chinsu tôm ớt sả 90gr,Sate,MT0,Seasoning,Other sauces sa tế Chinsu tôm ớt sả 90grSateMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HN ngọt thanh Bò,HN Ngọt Thanh,GT0,Seasoning,HN ngọt thanh BòHN Ngọt ThanhGT0,,,,,,,,,,,,
HN ngọt thanh Heo,HN Ngọt Thanh,GT0,Seasoning,HN ngọt thanh HeoHN Ngọt ThanhGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
HN ngọt thanh Nấm,HN Ngọt Thanh,GT0,Seasoning,HN ngọt thanh NấmHN Ngọt ThanhGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
HN ngọt thanh Bò,HN Ngọt Thanh,MT0,Seasoning,HN ngọt thanh BòHN Ngọt ThanhMT0,,,,,,,,,,,,
HN ngọt thanh Heo,HN Ngọt Thanh,MT0,Seasoning,HN ngọt thanh HeoHN Ngọt ThanhMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
HN ngọt thanh Nấm,HN Ngọt Thanh,MT0,Seasoning,HN ngọt thanh NấmHN Ngọt ThanhMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Fish Sauces Nam Ngư ớt gừng Kỳ Sơn 200ml,NC Nam Ngư pha sẵn,GT0,Seasoning,Fish Sauces Nam Ngư ớt gừng Kỳ Sơn 200mlNC Nam Ngư pha sẵnGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Fish Sauces Nam Ngư me tươi Nam Bộ 200ml,NC Nam Ngư pha sẵn,GT0,Seasoning,Fish Sauces Nam Ngư me tươi Nam Bộ 200mlNC Nam Ngư pha sẵnGT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Fish Sauces Nam Ngư ớt gừng Kỳ Sơn 200ml,NC Nam Ngư pha sẵn,MT0,Seasoning,Fish Sauces Nam Ngư ớt gừng Kỳ Sơn 200mlNC Nam Ngư pha sẵnMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Fish Sauces Nam Ngư me tươi Nam Bộ 200ml,NC Nam Ngư pha sẵn,MT0,Seasoning,Fish Sauces Nam Ngư me tươi Nam Bộ 200mlNC Nam Ngư pha sẵnMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Hộp quà_Nhật,Hộp quà_Nhật,GT0,Seasoning,Hộp quà_NhậtHộp quà_NhậtGT0,,,,,,,,,,,,
Hộp quà_TO Tuyp,Hộp quà_TO Tuyp,GT0,Seasoning,Hộp quà_TO TuypHộp quà_TO TuypGT0,,,,,,,,,,,1.0,1.0
Hộp quà_NNTO,Hộp quà_NNTO,GT0,Seasoning,Hộp quà_NNTOHộp quà_NNTOGT0,,,,,,,,,,,1.0,1.0
Hộp quà_NNCC,Hộp quà_NNCC,GT0,Seasoning,Hộp quà_NNCCHộp quà_NNCCGT0,,,,,,,,,,,1.0,1.0
Chilli Sauces Chinsu Combo,Hộp quà_Nhật,GT0,Seasoning,Chilli Sauces Chinsu ComboHộp quà_NhậtGT0,,,,,,,,,,,1.0,1.0
Hộp quà_CCMX,Hộp quà_CCMX,GT0,Seasoning,Hộp quà_CCMXHộp quà_CCMXGT0,,,,,,,,,,,1.0,1.0
Hộp quà_MAYO,Hộp quà_MAYO,GT0,Seasoning,Hộp quà_MAYOHộp quà_MAYOGT0,,,,,,,,,,,1.0,1.0
Hộp quà_Nhật,Hộp quà_Nhật,MT0,Seasoning,Hộp quà_NhậtHộp quà_NhậtMT0,,,,,,,,,,,,
Hộp quà_TO Tuyp,Hộp quà_TO Tuyp,MT0,Seasoning,Hộp quà_TO TuypHộp quà_TO TuypMT0,,,,,,,,,,,1.0,1.0
Hộp quà_NNTO,Hộp quà_NNTO,MT0,Seasoning,Hộp quà_NNTOHộp quà_NNTOMT0,,,,,,,,,,,1.0,1.0
Hộp quà_NNCC,Hộp quà_NNCC,MT0,Seasoning,Hộp quà_NNCCHộp quà_NNCCMT0,,,,,,,,,,,1.0,1.0
Chilli Sauces Chinsu Combo,Hộp quà_Nhật,MT0,Seasoning,Chilli Sauces Chinsu ComboHộp quà_NhậtMT0,,,,,,,,,,,1.0,1.0
Hộp quà_CCMX,Hộp quà_CCMX,MT0,Seasoning,Hộp quà_CCMXHộp quà_CCMXMT0,,,,,,,,,,,1.0,1.0
Hộp quà_MAYO,Hộp quà_MAYO,MT0,Seasoning,Hộp quà_MAYOHộp quà_MAYOMT0,,,,,,,,,,,1.0,1.0
Chilli Sauces Chinsu Sriracha 250gr,Siracha,GT0,Seasoning,Chilli Sauces Chinsu Sriracha 250grSirachaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu Sriracha 250gr,Siracha,MT0,Seasoning,Chilli Sauces Chinsu Sriracha 250grSirachaMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marinating Chinsu Xốt nhà hàng canh chua 80gr,Cooking sauces_Innovation,GT0,Seasoning,Marinating Chinsu Xốt nhà hàng canh chua 80grCooking sauces_InnovationGT0,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.51
Marinating Chinsu Xốt nhà hàng thịt nường bún chả 75gr,Cooking sauces_Innovation,GT0,Seasoning,Marinating Chinsu Xốt nhà hàng thịt nường bún chả 75grCooking sauces_InnovationGT0,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.09
Marinating Chinsu Xốt nhà hàng phở bò 160gr,Cooking sauces_Innovation,GT0,Seasoning,Marinating Chinsu Xốt nhà hàng phở bò 160grCooking sauces_InnovationGT0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0
Marinating Chinsu Xốt nhà hàng canh chua 80gr,Cooking sauces_Innovation,MT0,Seasoning,Marinating Chinsu Xốt nhà hàng canh chua 80grCooking sauces_InnovationMT0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
Marinating Chinsu Xốt nhà hàng thịt nường bún chả 75gr,Cooking sauces_Innovation,MT0,Seasoning,Marinating Chinsu Xốt nhà hàng thịt nường bún chả 75grCooking sauces_InnovationMT0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
Marinating Chinsu Xốt nhà hàng phở bò 160gr,Cooking sauces_Innovation,MT0,Seasoning,Marinating Chinsu Xốt nhà hàng phở bò 160grCooking sauces_InnovationMT0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
Xốt nướng muối ớt,Cooking sauces_New SKUs,GT0,Seasoning,Xốt nướng muối ớtCooking sauces_New SKUsGT0,,,,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2
Xốt phô mai,Cooking sauces_New SKUs,GT0,Seasoning,Xốt phô maiCooking sauces_New SKUsGT0,,,,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2
Xốt lẩu gà lá é,Cooking sauces_New SKUs,GT0,Seasoning,Xốt lẩu gà lá éCooking sauces_New SKUsGT0,,,,,,,,,0.2,0.2,0.2,0.2
Xốt lẩu nấm,Cooking sauces_New SKUs,GT0,Seasoning,Xốt lẩu nấmCooking sauces_New SKUsGT0,,,,,,,,,0.2,0.2,0.2,0.2
Xốt lẩu cà chua,Cooking sauces_New SKUs,GT0,Seasoning,Xốt lẩu cà chuaCooking sauces_New SKUsGT0,,,,,,,,,0.2,0.2,0.2,0.2
Xốt nướng muối ớt,Cooking sauces_New SKUs,MT0,Seasoning,Xốt nướng muối ớtCooking sauces_New SKUsMT0,,,,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2
Xốt phô mai,Cooking sauces_New SKUs,MT0,Seasoning,Xốt phô maiCooking sauces_New SKUsMT0,,,,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2
Xốt lẩu gà lá é,Cooking sauces_New SKUs,MT0,Seasoning,Xốt lẩu gà lá éCooking sauces_New SKUsMT0,,,,,,,,,0.2,0.2,0.2,0.2
Xốt lẩu nấm,Cooking sauces_New SKUs,MT0,Seasoning,Xốt lẩu nấmCooking sauces_New SKUsMT0,,,,,,,,,0.2,0.2,0.2,0.2
Xốt lẩu cà chua,Cooking sauces_New SKUs,MT0,Seasoning,Xốt lẩu cà chuaCooking sauces_New SKUsMT0,,,,,,,,,0.2,0.2,0.2,0.2
NT Đậm đặc,NT đậm đặc,GT0,Seasoning,NT Đậm đặcNT đậm đặcGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NT Đậm đặc,NT đậm đặc,MT0,Seasoning,NT Đậm đặcNT đậm đặcMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS đặc sản,CS đặc sản,GT0,Seasoning,CS đặc sảnCS đặc sảnGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS đặc sản,CS đặc sản,MT0,Seasoning,CS đặc sảnCS đặc sảnMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Combo 2+1,Mayonnaise,MT0,Seasoning,Combo 2+1MayonnaiseMT0,,,,,,,,,,,,
NN_FS base sauce SKU1. 202407,NN_FS base sauce,GT0,Seasoning,NN_FS base sauce SKU1. 202407NN_FS base sauceGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN_FS base sauce SKU2. 202407,NN_FS base sauce,GT0,Seasoning,NN_FS base sauce SKU2. 202407NN_FS base sauceGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN_FS base sauce SKU1. 202407,NN_FS base sauce,MT0,Seasoning,NN_FS base sauce SKU1. 202407NN_FS base sauceMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
NN_FS base sauce SKU2. 202407,NN_FS base sauce,MT0,Seasoning,NN_FS base sauce SKU2. 202407NN_FS base sauceMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
HN Premium_Thay thế hầm xương. 202407,HN Premium_TTHX,GT0,Seasoning,HN Premium_Thay thế hầm xương. 202407HN Premium_TTHXGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HN Premium_Thay thế hầm xương. 202407,HN Premium_TTHX,MT0,Seasoning,HN Premium_Thay thế hầm xương. 202407HN Premium_TTHXMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TO Chinsu_CS TO Chua Ngọt. 202403,TO Chinsu_Chua Ngọt,GT0,Seasoning,TO Chinsu_CS TO Chua Ngọt. 202403TO Chinsu_Chua NgọtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TO Chinsu_CS TO Chua Ngọt. 202403,TO Chinsu_Chua Ngọt,MT0,Seasoning,TO Chinsu_CS TO Chua Ngọt. 202403TO Chinsu_Chua NgọtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHAO 240G,Chao,MT0,Seasoning,CHAO 240GChaoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
CHAO 120G,Chao,MT0,Seasoning,CHAO 120GChaoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Fish Sauces Nam Ngư Siêu tiết kiệm 800ml,STK,GT0,Seasoning,Fish Sauces Nam Ngư Siêu tiết kiệm 800mlSTKGT0,0.9562069091311898,0.9349322397678016,0.9564756813971194,0.9413810080663675,0.9479298196979321,0.9430976787564797,0.9492072184355751,0.9477481020973915,0.9436142848475955,0.9577619504455407,0.9646708497194134,0.9609232259678373
Fish Sauces Nam Ngư Siêu tiết kiệm 1.8L,STK,GT0,Seasoning,Fish Sauces Nam Ngư Siêu tiết kiệm 1.8LSTKGT0,0.04379309086881021,0.0650677602321984,0.043524318602880675,0.058618991933632514,0.05207018030206789,0.05690232124352039,0.05079278156442486,0.05225189790260852,0.05638571515240458,0.04223804955445931,0.03532915028058655,0.039076774032162705
Tiêu đen xay 45g,Gia vị bột,GT0,Seasoning,Tiêu đen xay 45gGia vị bộtGT0,0.07385312629168952,0.12794579460111577,0.13967538963150408,0.13967538963150422,0.13967538963150417,0.13967538963150403,0.1396753896315043,0.1396753896315043,0.1396753896315043,0.1396753896315042,0.13967538963150417,0.13967538963150405
Tiêu trắng xay 45g,Gia vị bột,GT0,Seasoning,Tiêu trắng xay 45gGia vị bộtGT0,0.07385312629168954,0.09133408216317852,0.08338645346078202,0.08338645346078209,0.08338645346078206,0.08338645346078201,0.08338645346078215,0.08338645346078215,0.08338645346078212,0.08338645346078208,0.08338645346078206,0.08338645346078201
Hũ thủy tinh tiêu nguyên hạt 45g,Gia vị bột,GT0,Seasoning,Hũ thủy tinh tiêu nguyên hạt 45gGia vị bộtGT0,0.06253853693047182,0.0040843717174787325,0.007751314813232041,0.0077513148132320455,0.007751314813232045,0.007751314813232039,0.007751314813232052,0.0077513148132320525,0.00775131481323205,0.007751314813232045,0.007751314813232045,0.0077513148132320395
Hũ thủy tinh tiêu ngũ sắc 45g,Gia vị bột,GT0,Seasoning,Hũ thủy tinh tiêu ngũ sắc 45gGia vị bộtGT0,0.06253853693047182,0.04069608415541626,0.06404025098395505,0.06404025098395405,0.06404025098395438,0.06404025098395516,0.06404025098395372,0.0640402509839535,0.06404025098395372,0.06404025098395427,0.0640402509839545,0.06404025098395505
Ớt không cay 90g,Gia vị bột,GT0,Seasoning,Ớt không cay 90gGia vị bộtGT0,0.07385312629168952,0.09133408216317852,0.08338645346078202,0.08338645346078209,0.08338645346078206,0.08338645346078201,0.08338645346078212,0.08338645346078215,0.08338645346078213,0.08338645346078209,0.08338645346078205,0.083386453460782
Tỏi bột 60g,Gia vị bột,GT0,Seasoning,Tỏi bột 60gGia vị bộtGT0,0.07385312629168952,0.09133408216317855,0.08338645346078202,0.08338645346078209,0.08338645346078206,0.08338645346078201,0.08338645346078212,0.08338645346078215,0.08338645346078215,0.08338645346078208,0.08338645346078208,0.08338645346078202
Nghệ bột 45g,Gia vị bột,GT0,Seasoning,Nghệ bột 45gGia vị bộtGT0,0.07385312629168952,0.09133408216317852,0.08338645346078204,0.08338645346078209,0.08338645346078206,0.08338645346078201,0.08338645346078213,0.08338645346078215,0.08338645346078215,0.08338645346078208,0.08338645346078206,0.08338645346078202
GV mềm thịt 120g,Gia vị bột,GT0,Seasoning,GV mềm thịt 120gGia vị bộtGT0,0.0,0.040843717174787325,0.04045728448931661,0.04045728448931664,0.040457284489316625,0.0404572844893166,0.04045728448931666,0.04045728448931667,0.04045728448931667,0.04045728448931664,0.040457284489316625,0.04045728448931661
GV khử tanh cá 120g,Gia vị bột,GT0,Seasoning,GV khử tanh cá 120gGia vị bộtGT0,0.0,0.04084371717478731,0.04045728448931661,0.04045728448931664,0.04045728448931663,0.0404572844893166,0.04045728448931666,0.04045728448931667,0.04045728448931667,0.04045728448931664,0.040457284489316625,0.040457284489316604
Muối tôm 120g,Gia vị bột,GT0,Seasoning,Muối tôm 120gGia vị bộtGT0,0.11077968943753429,0.13276911850791773,0.13707979263865752,0.13707979263865763,0.1370797926386576,0.13707979263865752,0.13707979263865772,0.13707979263865774,0.13707979263865772,0.13707979263865763,0.13707979263865758,0.13707979263865752
Muối ớt 120g,Gia vị bột,GT0,Seasoning,Muối ớt 120gGia vị bộtGT0,0.11077968943753429,0.09615740606998048,0.0846223957018564,0.08462239570185646,0.08462239570185644,0.08462239570185638,0.0846223957018565,0.08462239570185652,0.08462239570185652,0.08462239570185644,0.08462239570185645,0.0846223957018564
Muối đa năng 120g,Gia vị bột,GT0,Seasoning,Muối đa năng 120gGia vị bộtGT0,0.22155937887506857,0.14723909022832354,0.14461915859580168,0.14461915859580185,0.14461915859580177,0.14461915859580166,0.14461915859580188,0.1446191585958019,0.14461915859580188,0.14461915859580177,0.14461915859580177,0.14461915859580166
Hũ thủy tinh tiêu đen 45g,Gia vị bột,GT0,Seasoning,Hũ thủy tinh tiêu đen 45gGia vị bộtGT0,0.06253853693047182,0.0040843717174787325,0.007751314813232041,0.0077513148132320455,0.007751314813232045,0.007751314813232039,0.007751314813232052,0.0077513148132320525,0.00775131481323205,0.007751314813232045,0.007751314813232045,0.0077513148132320395
Hũ thủy tinh tiêu nguyên hạt 45g,Gia vị bột,MT0,Seasoning,Hũ thủy tinh tiêu nguyên hạt 45gGia vị bộtMT0,0.3333333333333333,0.00546448087431694,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.3333333333333333
Hũ thủy tinh tiêu ngũ sắc 45g,Gia vị bột,MT0,Seasoning,Hũ thủy tinh tiêu ngũ sắc 45gGia vị bộtMT0,0.3333333333333333,0.00546448087431694,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.3333333333333333
Hũ thủy tinh tiêu đen 45g,Gia vị bột,MT0,Seasoning,Hũ thủy tinh tiêu đen 45gGia vị bộtMT0,0.3333333333333333,0.00546448087431694,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.010314662488575531,0.3333333333333333
Tiêu đen xay 45g,Gia vị bột,MT0,Seasoning,Tiêu đen xay 45gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Tiêu trắng xay 45g,Gia vị bột,MT0,Seasoning,Tiêu trắng xay 45gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Ớt không cay 90g,Gia vị bột,MT0,Seasoning,Ớt không cay 90gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Tỏi bột 60g,Gia vị bột,MT0,Seasoning,Tỏi bột 60gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Nghệ bột 45g,Gia vị bột,MT0,Seasoning,Nghệ bột 45gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
GV mềm thịt 120g,Gia vị bột,MT0,Seasoning,GV mềm thịt 120gGia vị bộtMT0,,0.0546448087431694,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,
GV khử tanh cá 120g,Gia vị bột,MT0,Seasoning,GV khử tanh cá 120gGia vị bộtMT0,,0.0546448087431694,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,0.053836445140792964,
Muối tôm 120g,Gia vị bột,MT0,Seasoning,Muối tôm 120gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Muối ớt 120g,Gia vị bột,MT0,Seasoning,Muối ớt 120gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Muối đa năng 120g,Gia vị bột,MT0,Seasoning,Muối đa năng 120gGia vị bộtMT0,,0.1092896174863388,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,0.10767289028158593,
Other sauces xốt mayonnaise Chinsu nguyên bản 250gr,Mayonnaise,MT0,Seasoning,Other sauces xốt mayonnaise Chinsu nguyên bản 250grMayonnaiseMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.69
Mắm tôm,Đặc sản vùng miền,GT0,Seasoning,Mắm tômĐặc sản vùng miềnGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Mắm nêm,Đặc sản vùng miền,GT0,Seasoning,Mắm nêmĐặc sản vùng miềnGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Tương đen,Đặc sản vùng miền,GT0,Seasoning,Tương đenĐặc sản vùng miềnGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Tương chao,Đặc sản vùng miền,GT0,Seasoning,Tương chaoĐặc sản vùng miềnGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Mắm tôm,Đặc sản vùng miền,MT0,Seasoning,Mắm tômĐặc sản vùng miềnMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Mắm nêm,Đặc sản vùng miền,MT0,Seasoning,Mắm nêmĐặc sản vùng miềnMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Tương đen,Đặc sản vùng miền,MT0,Seasoning,Tương đenĐặc sản vùng miềnMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Tương chao,Đặc sản vùng miền,MT0,Seasoning,Tương chaoĐặc sản vùng miềnMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Salad Dressing_dầu giấm,Salad Dressing,GT0,Seasoning,Salad Dressing_dầu giấmSalad DressingGT0,,,,,,,,0.4,0.4,0.4,0.4,0.4
Salad Dressing_chanh leo,Salad Dressing,GT0,Seasoning,Salad Dressing_chanh leoSalad DressingGT0,,,,,,,,0.3,0.3,0.3,0.3,0.3
Salad Dressing_tắc,Salad Dressing,GT0,Seasoning,Salad Dressing_tắcSalad DressingGT0,,,,,,,,0.3,0.3,0.3,0.3,0.3
Salad Dressing_dầu giấm,Salad Dressing,MT0,Seasoning,Salad Dressing_dầu giấmSalad DressingMT0,,,,,,,,0.4,0.4,0.4,0.4,0.4
Salad Dressing_chanh leo,Salad Dressing,MT0,Seasoning,Salad Dressing_chanh leoSalad DressingMT0,,,,,,,,0.3,0.3,0.3,0.3,0.3
Salad Dressing_tắc,Salad Dressing,MT0,Seasoning,Salad Dressing_tắcSalad DressingMT0,,,,,,,,0.3,0.3,0.3,0.3,0.3
Springroll Chinsu Hi Fresh chả giò tôm & thịt 400gr,Chả giò Premium Chinsu Hi Fresh,GT0,Ready Meals,Springroll Chinsu Hi Fresh chả giò tôm & thịt 400grChả giò Premium Chinsu Hi FreshGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Springroll Chinsu Hi Fresh chả giò tôm & mực 400gr,Chả giò Premium Chinsu Hi Fresh,GT0,Ready Meals,Springroll Chinsu Hi Fresh chả giò tôm & mực 400grChả giò Premium Chinsu Hi FreshGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
